,ticker,group_code,company_name,company_short_name
972,PPC,VNINDEX,Công ty Cổ phần Nhiệt điện Phả Lại,Nhiệt điện Phả Lại
973,PPE,HNXIndex,Công ty Cổ phần Tư vấn Đầu tư PP Enterprise,PVPower Engineering
974,PPH,UpcomIndex,Tổng Công ty Cổ phần Phong Phú,Phong Phú Corp.
975,PPI,UpcomIndex,Công ty Cổ phần Đầu tư và Phát triển dự án hạ tầng Thái Bình Dương,BĐS Thái Bình Dương
976,PPP,HNXIndex,Công ty Cổ phần Dược phẩm Phong Phú,PP.Pharco
977,PPS,HNXIndex,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,DVKT Điện lực Dầu khí
978,PRC,HNXIndex,Công ty Cổ phần Logistics Portserco,Vận tải Portserco
979,PRO,UpcomIndex,Công ty Cổ phần Procimex Việt Nam,Procimex Việt Nam
980,PSB,UpcomIndex,Công ty Cổ phần Đầu tư Dầu khí Sao Mai Bến Đình,Sao Mai Bến Đình
981,PSC,HNXIndex,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn,Vận tải Petrolimex SG
982,BT1,UpcomIndex,Công ty Cổ phần Bảo vệ thực vật 1 Trung ương,Bảo vệ thực vật 1 TW
983,PSD,HNXIndex,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí,Phân phối Tổng hợp Dầu khí
984,PSE,HNXIndex,Công ty Cổ phần Phân bón và hóa chất dầu khí Đông Nam Bộ,Phân bón và hóa chất dầu khí Đông Nam Bộ
985,PSG,UpcomIndex,Công ty Cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn,XL Dầu khí Sài Gòn
986,PSI,HNXIndex,Công ty Cổ phần Chứng khoán Dầu khí,Chứng khoán Dầu khí
987,PSL,UpcomIndex,Công ty Cổ phần Chăn nuôi Phú Sơn,Chăn nuôi Phú Sơn
988,PSP,UpcomIndex,Công ty Cổ phần Cảng Dịch vụ Dầu khí Đình Vũ,DV Dầu Khí Đình Vũ
989,PTB,VNINDEX,Công ty Cổ phần Phú Tài,Công ty Cổ phần Phú Tài
990,GCB,UpcomIndex,Công ty Cổ phần PETEC Bình Định,PETEC Bình Định
991,PTC,VNINDEX,Công ty Cổ phần Đầu tư ICAPITAL,Đầu tư ICAPITAL
992,PTE,UpcomIndex,Công ty Cổ phần Xi măng Phú Thọ,Xi măng Phú Thọ
993,PTO,UpcomIndex,Công ty Cổ phần Dịch vụ - Xây dựng Công trình Bưu điện,Xây dựng Công trình Bưu điện
994,KSF,HNXIndex,Công ty cổ phần Tập đoàn KSFinance,Tập đoàn KSFinance
995,PTD,HNXIndex,Công ty Cổ phần Thiết kế - Xây dựng - Thương mại Phúc Thịnh,Thiết kế-XD-TM Phúc Thịnh
996,PTG,UpcomIndex,Công ty Cổ phần May Xuất Khẩu Phan Thiết,May Phan Thiết
997,PTH,UpcomIndex,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hà Tây,Vận tải và DV Petrolimex Hà Tây
998,PTI,HNXIndex,Tổng Công ty Cổ phần Bảo hiểm Bưu điện,Bảo hiểm Bưu điện
999,PTL,VNINDEX,Công ty Cổ phần Victory Capital,Victory Capital
1000,PTN,UpcomIndex,Công ty Cổ phần Phát triển Nhà Khánh Hòa,Phát triển Nhà Khánh Hòa
1001,PTP,UpcomIndex,Công ty Cổ phần Dịch vụ Viễn Thông và In Bưu điện,Viễn Thông và In Bưu điện
1002,PTS,HNXIndex,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Vận tải Petrolimex HP
1003,POS,UpcomIndex,"Công ty Cổ phần Dịch vụ lắp đặt, vận hành và bảo dưỡng công trình dầu khí biển PTSC",Bảo dưỡng công trình DK biển
1004,PSN,UpcomIndex,Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa,PTSC Thanh Hóa
1005,PTX,UpcomIndex,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,VT Petrolimex Nghệ Tĩnh
1006,PTT,UpcomIndex,Công ty Cổ phần Vận tải Dầu khí Đông Dương,Vận tải Dầu khí Đông Dương
1007,DSP,UpcomIndex,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Dịch vụ Du lịch Phú Thọ
1008,DTD,HNXIndex,Công ty Cổ phần Đầu tư Phát triển Thành Đạt,Đầu tư Phát triển Thành Đạt
1009,DAT,VNINDEX,Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản,ĐT Du lịch và PT Thủy sản
1010,PV2,HNXIndex,Công ty Cổ phần Đầu tư PV2,Đầu tư PV2
1011,PVA,UpcomIndex,Công ty Cổ phần Tổng Công ty Xây lắp Dầu khí Nghệ An,Xây dựng dầu khí Nghệ An
1012,PVB,HNXIndex,Công ty Cổ phần Bọc ống Dầu khí Việt Nam,Bọc ống Dầu khí Việt Nam
1013,PBK,UpcomIndex,Công ty Cổ phần Điện lực Dầu khí Bắc Kạn,Điện lực Dầu khí Bắc Kạn
1014,PBT,UpcomIndex,Công ty Cổ Phần Nhà và Thương mại Dầu khí,PV Building
1015,PVC,HNXIndex,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - Công ty Cổ phần,Hóa chất và Dịch vụ Dầu khí
1016,PCE,HNXIndex,Công ty Cổ phần Phân bón và hóa chất dầu khí Miền Trung,Phân bón và Hóa chất DK Miền Trung
1017,PVM,UpcomIndex,Công ty Cổ phần Máy - Thiết bị Dầu khí,Thiết bị dầu khí (PV MACHINO)
1018,PXC,UpcomIndex,Công ty Cổ phần Phát triển Đô thị Dầu khí,Phát triển Đô thị Dầu khí
1019,PVH,UpcomIndex,Công ty Cổ phần Xây lắp Dầu khí Thanh Hóa,Xây lắp Dầu khí Thanh Hóa
1020,PVD,VNINDEX,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan Dầu khí,Khoan Dầu khí PVDrilling
1021,PCN,UpcomIndex,Công ty Cổ phần Hóa phẩm dầu khí DMC - Miền Bắc,Dầu khí DMC-Miền Bắc
1022,PVE,UpcomIndex,Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,Tư vấn Dầu khí
1023,PSW,HNXIndex,Công ty Cổ phần Phân bón và hóa chất dầu khí Tây Nam Bộ,Phân bón hóa chất dầu khí Tây Nam Bộ
1024,PVG,HNXIndex,Công ty Cổ phần Kinh doanh LPG Việt Nam,Kinh doanh LPG Việt Nam
1025,PVI,HNXIndex,Công ty Cổ phần PVI,Bảo hiểm PVI
1026,RGC,UpcomIndex,Công ty Cổ phần Đầu tư PV-Inconess,Đầu tư PV-Inconess
1027,PRE,HNXIndex,Tổng Công ty Cổ phần Tái bảo hiểm PVI,Tái bảo hiểm PVI
1028,PVL,HNXIndex,Công ty Cổ phần Đầu tư Nhà Đất Việt,Đầu tư Nhà Đất Việt
1029,OIL,UpcomIndex,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,PV Oil
1030,PPY,HNXIndex,Công ty Cổ phần Xăng dầu dầu khí Phú Yên,Xăng dầu dầu khí Phú Yên
1031,POW,VNINDEX,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,Điện lực Dầu khí Việt Nam
1032,PVR,UpcomIndex,Công ty Cổ phần Đầu tư PVR Hà Nội,Đầu tư PVR Hà Nội
1033,PVS,HNXIndex,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,DVKT Dầu khí PTSC
1034,PVY,UpcomIndex,Công ty Cổ phần Chế tạo Giàn khoan Dầu khí,Chế tạo Giàn khoan Dầu khí
1035,PVT,VNINDEX,Tổng Công ty Cổ phần Vận tải Dầu khí,Vận tải Dầu khí PVTrans
1036,PVP,VNINDEX,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,Vận tải Dầu khí Thái Bình Dương
1037,PVV,UpcomIndex,Công ty Cổ phần Vinaconex 39,Vinaconex 39
1038,PVX,UpcomIndex,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,Xây lắp Dầu khí Việt Nam
1039,PWA,UpcomIndex,Công ty Cổ phần Bất động sản dầu khí,Bất động sản dầu khí
1040,PX1,UpcomIndex,Công ty Cổ phần Xi măng Sông Lam 2,Xi măng Sông Lam 2
1041,PXA,UpcomIndex,Công ty Cổ phần Đầu tư và Thương mại Dầu khí Nghệ An,Đầu tư và Thương mại Dầu khí Nghệ An
1042,PXI,UpcomIndex,Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí,XL CN và dân dụng Dầu khí
1043,PXL,UpcomIndex,Công ty Cổ phần Đầu tư Khu Công Nghiệp Dầu khí Long Sơn,KCN Dầu khí Long Sơn
1044,PXM,UpcomIndex,Công ty Cổ phần Xây lắp Dầu khí Miền Trung,Xây lắp Dầu khí Miền Trung
1045,PXS,UpcomIndex,Công ty Cổ phần Kết cấu Kim loại và Lắp máy Dầu khí,Lắp máy Dầu khí
1046,PXT,UpcomIndex,Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí,Xây lắp Đường ống Dầu khí
1047,PWS,UpcomIndex,Công ty Cổ phần Cấp thoát nước Phú Yên,Cấp thoát nước Phú Yên
1048,BQB,UpcomIndex,Công ty Cổ phần Bia Hà Nội - Quảng Bình,Bia Hà Nội - Quảng Bình
1049,QBS,VNINDEX,Công ty Cổ phần Xuất nhập khẩu Quảng Bình,Xuất nhập khẩu Quảng Bình
1050,QCC,UpcomIndex,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Hạ tầng Viễn Thông,Đầu tư Xây dựng và Phát triển Hạ tầng Viễn Thông
1051,QCG,VNINDEX,Công ty Cổ phần Quốc Cường Gia Lai,Quốc Cường Gia Lai
1052,QHD,HNXIndex,Công ty Cổ phần Que hàn điện Việt Đức,Que hàn Việt Đức
1053,QHW,UpcomIndex,Công ty Cổ phần Nước khoáng Quảng Ninh,Nước khoáng Quảng Ninh
1054,QNC,UpcomIndex,Công ty Cổ phần Xi măng và Xây dựng Quảng Ninh,Xi măng Quảng Ninh
1055,MQN,UpcomIndex,Công ty Cổ phần Môi trường đô thị Quảng Ngãi,Môi trường đô thị Quảng Ngãi
1056,QSP,UpcomIndex,Công ty Cổ phần Tân cảng Quy Nhơn,Tân cảng Quy Nhơn
1057,CQN,UpcomIndex,Công ty Cổ phần Cảng Quảng Ninh,Cảng Quảng Ninh
1058,PQN,UpcomIndex,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,DV Dầu khí Quảng Ngãi PTSC
1059,QNS,UpcomIndex,Công ty Cổ phần Đường Quảng Ngãi,Đường Quảng Ngãi
1060,QNT,UpcomIndex,Công ty Cổ phần Tư vấn và Đầu tư Phát triển Quảng Nam,Tư vấn và Đầu tư Phát triển Quảng Nam
1061,QTP,UpcomIndex,Công ty Cổ phần Nhiệt điện Quảng Ninh,Nhiệt điện Quảng Ninh
1062,QNU,UpcomIndex,Công ty Cổ phần Môi trường Đô thị Quảng Nam,Môi trường Đô thị Quảng Nam
1063,QNW,UpcomIndex,Công ty Cổ phần Cấp thoát nước và xây dựng Quảng Ngãi,Cấp thoát nước và XD Quảng Ngãi
1064,QPH,UpcomIndex,Công ty Cổ phần Thủy điện Quế Phong,Thủy điện Quế Phong
1065,QST,HNXIndex,Công ty Cổ phần Sách và Thiết bị trường học Quảng Ninh,Sách Quảng Ninh
1066,QTC,HNXIndex,Công ty Cổ phần Công trình Giao thông Vận tải Quảng Nam,GTVT Quảng Nam
1067,NQN,UpcomIndex,Công ty Cổ phần Nước sạch Quảng Ninh,Nước sạch Quảng Ninh
1068,RAL,VNINDEX,Công ty Cổ phần Bóng đèn Phích nước Rạng Đông,Bóng đèn Phích nước Rạng Đông
1069,RAT,UpcomIndex,Công ty Cổ phần Vận tải và Thương mại Đường sắt,VT và TM Đường sắt
1070,RCC,UpcomIndex,Công ty Cổ phần Tổng Công ty Công trình Đường sắt,Công trình Đường sắt
1071,RCD,UpcomIndex,Công ty Cổ phần Xây dựng - Địa ốc Cao su,XD - Địa ốc Cao su
1072,RCL,HNXIndex,Công ty Cổ phần Địa ốc Chợ Lớn,Địa Ốc Chợ Lớn
1073,RDP,VNINDEX,Công ty Cổ phần Rạng Đông Holding,Nhựa Rạng Đông
1074,REE,VNINDEX,Công ty Cổ phần Cơ điện Lạnh,Cơ Điện Lạnh REE
1075,TBR,UpcomIndex,Công ty Cổ phần Địa ốc Tân Bình,Địa ốc Tân Bình
1076,RIC,UpcomIndex,Công ty Cổ phần Quốc Tế Hoàng Gia,Quốc tế Hoàng Gia
1077,DS3,HNXIndex,Công ty Cổ phần Quản lý Đường sông số 3,Quản lý Đường sông số 3
1078,RBC,UpcomIndex,Công ty Cổ phần Công Nghiệp và Xuất nhập khẩu Cao Su,Công Nghiệp và Xuất nhập khẩu Cao Su
1079,S12,UpcomIndex,Công ty Cổ phần Sông Đà 12,Sông Đà 12
1080,S27,UpcomIndex,Công ty Cổ phần Sông Đà 27,Sông Đà 27
1081,S55,HNXIndex,Công ty Cổ phần Sông Đà 505,Sông Đà 505
1082,S72,UpcomIndex,Công ty Cổ phần Sông Đà 7.02,Sông Đà 7.02
1083,S74,UpcomIndex,Công ty Cổ phần Sông Đà 7.04,Sông Đà 7.04
1084,S96,UpcomIndex,Công ty Cổ phần Sông Đà 9.06,Sông Đà 9.06
1085,S99,HNXIndex,Công ty Cổ phần SCI,Sông Đà 9.09 (SCI)
1086,BSH,UpcomIndex,Công ty Cổ phần Bia Sài Gòn - Hà Nội,Bia Sài Gòn - Hà Nội
1087,BSQ,UpcomIndex,Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi,Bia Sài Gòn - Quảng Ngãi
1088,SAF,HNXIndex,Công ty Cổ phần Lương thực Thực phẩm SAFOCO,Thực Phẩm SAFOCO
1089,SGN,VNINDEX,Công ty Cổ phần Phục vụ mặt đất Sài Gòn,Phục vụ mặt đất Sài Gòn
1090,SAL,UpcomIndex,Công ty Cổ phần Trục vớt Cứu hộ Việt Nam,Trục vớt Cứu hộ Việt Nam
1091,SAM,VNINDEX,Công ty Cổ phần SAM Holdings,SAM Holdings
1092,SKV,UpcomIndex,Công ty Cổ phần Nước Giải khát Yến sào Khánh Hòa,NGK Yến sào Khánh Hòa
1093,SKH,UpcomIndex,Công ty Cổ phần Nước giải khát Sanest Khánh Hòa,NGK Sanest Khánh Hòa
1094,SAP,UpcomIndex,Công ty Cổ phần In Sách Giáo khoa TP.Hồ Chí Minh,In Sách TP.HCM
1095,APT,UpcomIndex,Công ty Cổ phần Kinh doanh thủy hải sản Sài Gòn,Thủy hải sản Sài Gòn
1096,CHS,UpcomIndex,Công ty Cổ phần Chiếu sáng Công cộng Thành phố Hồ Chí Minh,Chiếu sáng TPHCM
1097,SAS,UpcomIndex,Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,DV Hàng không sân bay TSN
1098,BSL,UpcomIndex,Công ty Cổ phần Bia Sài Gòn - Sông Lam,Bia Sài Gòn - Sông Lam
1099,SAC,UpcomIndex,Công ty Cổ phần Xếp dỡ và Dịch vụ cảng Sài Gòn,Dịch vụ cảng Sài Gòn
1100,SAV,VNINDEX,Công ty Cổ phần Hợp tác Kinh tế và Xuất nhập khẩu Savimex,Savimex
1101,VNB,UpcomIndex,Công ty Cổ phần Sách Việt Nam,Sách Việt Nam
1102,SBA,VNINDEX,Công ty Cổ phần Sông Ba,Sông Ba JSC
1103,SAB,VNINDEX,Tổng Công ty Cổ phần Bia - Rượu - Nước Giải khát Sài Gòn,SABECO
1104,SBD,UpcomIndex,Công ty Cổ phần Công nghệ Sao Bắc Đẩu,Công nghệ Sao Bắc Đẩu
1105,SBH,UpcomIndex,Công ty Cổ phần Thủy điện Sông Ba Hạ,Thủy điện Sông Ba Hạ
1106,SBL,UpcomIndex,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Bia Sài Gòn - Bạc Liêu
1107,SBM,UpcomIndex,Công ty Cổ phần Đầu tư phát triển Bắc Minh,Đầu tư PT Bắc Minh
1108,SBS,UpcomIndex,Công ty Cổ phần Chứng khoán SBS,Chứng khoán Sacombank
1109,SBT,VNINDEX,Công ty Cổ phần Thành Thành Công - Biên Hòa,Mía đường Thành Thành Công - Biên Hòa
1110,SC5,VNINDEX,Công ty Cổ phần Xây dựng số 5,Xây dựng Số 5
1111,SCC,UpcomIndex,Công ty Cổ phần Thương mại Đầu tư SHB,Thương mại Đầu tư SHB
1112,SCD,VNINDEX,Công ty Cổ phần Nước giải khát Chương Dương,Giải khát Chương Dương
1113,SCG,HNXIndex,Công ty Cổ phần Tập đoàn Xây dựng SCG,Xây dựng SCG
1114,SCI,HNXIndex,Công ty Cổ phần SCI E&C,SCI E&C
1115,SID,UpcomIndex,Công ty Cổ phần Đầu tư Phát triển Sài Gòn Co.op,Đầu tư PT Sài Gòn Co.op
1116,SCJ,UpcomIndex,Công ty Cổ phần Xi măng Sài Sơn,Xi măng Sài Sơn
1117,SCL,UpcomIndex,Công ty Cổ phần Sông Đà Cao Cường,Sông Đà Cao Cường
1118,SCO,UpcomIndex,Công ty Cổ phần Công nghiệp Thủy sản,Công nghiệp Thủy Sản
1119,SCR,VNINDEX,Công ty Cổ phần Địa Ốc Sài Gòn Thương Tín,Sacomreal
1120,SCS,VNINDEX,Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,DV Hàng hóa Sài Gòn
1121,SCY,UpcomIndex,Công ty Cổ phần Đóng tàu Sông Cấm,Đóng tàu Sông Cấm
1122,SD1,UpcomIndex,Công ty Cổ phần Sông Đà 1,Sông Đà 1
1123,SD2,UpcomIndex,Công ty Cổ phần Sông Đà 2,Sông Đà 2
1124,SD3,UpcomIndex,Công ty Cổ phần Sông Đà 3,Sông Đà 3
1125,SD4,HNXIndex,Công ty Cổ phần Sông Đà 4,Sông Đà 4
1126,SD5,HNXIndex,Công ty Cổ phần Sông Đà 5,Sông Đà 5
1127,SD6,HNXIndex,Công ty Cổ phần Sông Đà 6,Sông Đà 6
1128,SD7,UpcomIndex,Công ty Cổ phần Sông Đà 7,Sông Đà 7
1129,SD8,UpcomIndex,Công ty Cổ phần Sông Đà 8,Sông Đà 8
1130,SD9,HNXIndex,Công ty Cổ phần Sông Đà 9,Sông Đà 9
1131,SDA,HNXIndex,Công ty Cổ phần SIMCO Sông Đà,XKLĐ Sông Đà
1132,SDB,UpcomIndex,Công ty Cổ phần Sông Đà 207,Sông Đà 207
1133,SDC,HNXIndex,Công ty Cổ phần Tư vấn Sông Đà,Tư vấn Sông Đà
1134,SDD,UpcomIndex,Công ty Cổ phần Đầu tư và Xây lắp Sông Đà,Xây lắp Sông Đà
1135,SDG,HNXIndex,Công ty Cổ phần Sadico Cần Thơ,Sadico Cần Thơ
1136,SDJ,UpcomIndex,Công ty Cổ phần Sông Đà 25,Sông Đà 25
1137,SDK,UpcomIndex,Công ty Cổ phần Cơ khí Luyện Kim,Cơ khí Luyện Kim
1138,SDN,HNXIndex,Công ty Cổ phần Sơn Đồng Nai,Sơn Đồng Nai
1139,SDP,UpcomIndex,Công ty Cổ phần SDP,Công ty Cổ phần SDP
1140,XLV,UpcomIndex,Công ty Cổ phần Xây lắp và Dịch vụ Sông Đà,XL và DV Sông Đà
1141,SDT,HNXIndex,Công ty Cổ phần Sông Đà 10,Sông Đà 10
1142,SDU,HNXIndex,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Đô thị Sông Đà
1143,SDV,UpcomIndex,Công ty Cổ phần Dịch vụ Sonadezi,Dịch vụ Sonadezi
1144,SDX,UpcomIndex,Công ty Cổ phần Phòng cháy chữa cháy và Đầu tư Xây dựng Sông Đà,PCCC và Đầu tư XD Sông Đà
1145,SDY,UpcomIndex,Công ty Cổ phần Xi măng Sông Đà Yaly,Xi măng Sông Đà Yaly
1146,SSB,VNINDEX,Ngân hàng Thương mại Cổ phần Đông Nam Á,SeABank
1147,SEA,UpcomIndex,Tổng Công ty Thủy sản Việt Nam - Công ty Cổ phần,SEAPRODEX
1148,SPV,UpcomIndex,Công ty Cổ phần Thủy Đặc Sản,Thủy đặc sản
1149,SEB,HNXIndex,Công ty Cổ phần Đầu tư và Phát triển Điện Miền Trung,Điện miền Trung
1150,SED,HNXIndex,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Phương Nam,Phát triển GD Phương Nam
1151,SEP,UpcomIndex,Công ty Cổ phần Tổng Công ty Thương mại Quảng Trị,Thương mại Quảng Trị
1152,SFC,VNINDEX,Công ty Cổ phần Nhiên liệu Sài Gòn,Nhiên liệu Sài Gòn
1153,SFG,VNINDEX,Công ty Cổ phần Phân bón Miền Nam,Phân bón Miền Nam
1154,SFI,VNINDEX,Công ty Cổ phần Đại lý Vận tải SAFI,Vận tải SAFI
1155,SFN,HNXIndex,Công ty Cổ phần Dệt lưới Sài Gòn,Dệt lưới Sài Gòn
1156,SGB,UpcomIndex,Ngân hàng Thương mại Cổ phần Sài Gòn Công thương,Sài Gòn Công thương
1157,BSG,UpcomIndex,Công ty Cổ phần Xe khách Sài Gòn,Xe khách Sài Gòn
1158,SGC,HNXIndex,Công ty Cổ phần Xuất nhập khẩu Sa Giang,Bánh phồng tôm Sa Giang
1159,SGD,HNXIndex,Công ty Cổ phần Sách Giáo dục tại Thành phố Hồ Chí Minh,Sách GD TP.HCM
1160,SGH,HNXIndex,Công ty Cổ phần Khách sạn Sài Gòn,Khách sạn Sài Gòn
1161,SGO,UpcomIndex,Công ty Cổ phần Dầu thực vật Sài Gòn,Dầu thực vật Sài Gòn
1162,NSG,UpcomIndex,Công ty Cổ phần Nhựa Sài Gòn,Nhựa Sài Gòn
1163,SGR,VNINDEX,Công ty Cổ phần Tổng Công ty Cổ phần Địa ốc Sài Gòn,Địa ốc Sài Gòn
1164,SRT,UpcomIndex,Công ty Cổ phần Vận tải Đường sắt Sài Gòn,Vận tải Đường sắt Sài Gòn
1165,SGS,UpcomIndex,Công ty Cổ phần Vận tải biển Sài Gòn,Vận tải biển Sài Gòn
1166,SGT,VNINDEX,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Sài Gòn Telecom
1167,SIP,UpcomIndex,Công ty Cổ phần Đầu tư Sài Gòn VRG,Đầu tư Sài Gòn VRG
1168,TPS,UpcomIndex,Công ty Cổ phần Bến bãi vận tải Sài Gòn,Bến bãi vận tải Sài Gòn
1169,SHA,VNINDEX,Công ty Cổ phần Sơn Hà Sài Gòn,Sơn Hà Sài Gòn
1170,NSH,HNXIndex,Công ty Cổ phần Tập đoàn Nhôm Sông Hồng Shalumi,Nhôm Sông Hồng
1171,SHB,VNINDEX,Ngân hàng Thương mại Cổ phần Sài Gòn – Hà Nội,SHB
1172,SHC,UpcomIndex,Công ty Cổ phần Hàng hải Sài Gòn,Hàng hải Sài Gòn
1173,SHG,UpcomIndex,Tổng Công ty Cổ phần Sông Hồng,Tổng Công ty Sông Hồng
1174,MSH,VNINDEX,Công ty Cổ phần May Sông Hồng,May Sông Hồng
1175,SHI,VNINDEX,Công ty Cổ phần Quốc tế Sơn Hà,Quốc tế Sơn Hà
1176,SHN,HNXIndex,Công ty Cổ phần Đầu tư Tổng hợp Hà Nội,Đầu tư Tổng hợp Hà Nội
1177,SHP,VNINDEX,Công ty Cổ phần Thủy điện Miền Nam,Thủy điện Miền Nam
1178,SHS,HNXIndex,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội,Chứng khoán SG - HN
1179,SHX,UpcomIndex,Công ty Cổ phần Sài Gòn Hỏa xa,Sài Gòn Hỏa xa
1180,SBV,VNINDEX,Công ty Cổ phần Siam Brothers Việt Nam,Siam Brothers Việt Nam
1181,SIC,HNXIndex,Công ty Cổ phần ANI,Công ty Cổ phần ANI
1182,SZC,VNINDEX,Công ty Cổ phần Sonadezi Châu Đức,Sonadezi Châu Đức
1183,SII,VNINDEX,Công ty Cổ phần Hạ tầng Nước Sài Gòn,Hạ tầng Nước Sài Gòn
1184,SIV,UpcomIndex,Công ty Cổ phần SIVICO,Sơn Sivico
1185,SJ1,HNXIndex,Công ty Cổ phần Nông nghiệp Hùng Hậu,Nông nghiệp Hùng Hậu
1186,SJC,UpcomIndex,Công ty Cổ phần Sông Đà 1.01,Sông Đà 1.01
1187,SJD,VNINDEX,Công ty Cổ phần Thủy điện Cần Đơn,Thủy điện Cần Đơn
1188,SJE,HNXIndex,Công ty Cổ phần Sông Đà 11,Sông Đà 11
1189,SJF,VNINDEX,Công ty Cổ phần Đầu tư Sao Thái Dương,Đầu tư Sao Thái Dương
1190,SJM,UpcomIndex,Công ty Cổ phần Sông Đà 19,Sông Đà 19
1191,SJS,VNINDEX,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,SUDICO
1192,SKG,VNINDEX,Công ty Cổ phần Tàu Cao tốc Superdong - Kiên Giang,Tàu Cao tốc Superdong
1193,SKN,UpcomIndex,Công ty Cổ phần Nước giải khát Sanna Khánh Hòa,NGK Sanna Khánh Hòa
1194,SLS,HNXIndex,Công ty Cổ phần Mía đường Sơn La,Mía đường Sơn La
1195,SMA,VNINDEX,Công ty Cổ phần Thiết bị Phụ tùng Sài Gòn,Thiết bị Phụ tùng Sài Gòn
1196,SMB,VNINDEX,Công ty Cổ phần Bia Sài Gòn - Miền Trung,Bia Sài Gòn - Miền Trung
1197,SMC,VNINDEX,Công ty Cổ phần Đầu tư Thương mại SMC,Đầu tư Thương mại SMC
1198,SMT,HNXIndex,Công ty Cổ phần SAMETEL,SAMETEL
1199,SNC,UpcomIndex,Công ty Cổ phần Xuất nhập khẩu Thủy sản Năm Căn,Thủy sản Năm Căn
1200,SMN,HNXIndex,Công ty Cổ phần Sách và thiết bị giáo dục Miền Nam,Sách và thiết bị GD miền Nam
1201,SIG,UpcomIndex,Công ty Cổ phần Đầu tư và Thương mại Sông Đà,Đầu tư và Thương mại Sông Đà
1202,SNZ,UpcomIndex,Tổng Công ty Cổ phần Phát triển Khu Công nghiệp,SONADEZI
1203,SZG,UpcomIndex,Công ty Cổ phần Sonadezi Giang Điền,Sonadezi Giang Điền
1204,SJG,UpcomIndex,Tổng Công ty Sông Đà,Tổng Công ty Sông Đà
1205,SHE,HNXIndex,Công ty Cổ phần Phát triển Năng Lượng Sơn Hà,PT Năng Lượng Sơn Hà
1206,SBR,UpcomIndex,Công ty Cổ phần Cao su Sông Bé,Cao su Sông Bé
1207,NSL,UpcomIndex,Công ty Cổ phần Cấp nước Sơn La,Cấp nước Sơn La
1208,SPB,UpcomIndex,Công ty Cổ phần Sợi Phú Bài,Sợi Phú Bài
1209,SPC,HNXIndex,Công ty Cổ phần Bảo vệ Thực vật Sài Gòn,BV Thực vật Sài Gòn
1210,SPD,UpcomIndex,Công ty Cổ phần Xuất nhập khẩu Thủy sản Miền Trung,Thủy sản Miền Trung
1211,SPH,UpcomIndex,Công ty Cổ phần Xuất Nhập khẩu Thủy sản Hà Nội,XNK Thủy sản Hà Nội
1212,SP2,UpcomIndex,Công ty Cổ phần Thủy điện Sử Pán 2,Thủy điện Sử Pán 2
1213,SPI,HNXIndex,Công ty Cổ phần Spiral Galaxy,Đá Spilít
1214,SPM,VNINDEX,Công ty Cổ phần S.P.M,S.P.M CORP
1215,ISH,UpcomIndex,Công ty Cổ phần Thủy điện Srok Phu Miêng IDICO,Thủy điện Srok Phu Miêng
1216,SQC,UpcomIndex,Công ty Cổ phần Khoáng sản Sài Gòn - Quy Nhơn,Khoáng sản SG-Quy Nhơn
1217,SRA,HNXIndex,Công ty Cổ phần SARA Việt Nam,SARA Việt Nam
1218,SRB,UpcomIndex,Công ty Cổ phần Tập đoàn Sara,SARA
1219,SRC,VNINDEX,Công ty Cổ phần Cao su Sao Vàng,Cao su Sao Vàng
