,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,ticker,status,code,message,traceId
893,UPCOM,Cấp nước Trà Nóc - Ô Môn,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2017,81.0,213.0,0.101,https://tranoc-omonwaco.com.vn/,4.1,-0.017,-0.001,-0.111,8.0,8.0,CT,TOW,,,,
894,HNX,Truyền thông Số 1,311.0,9572,Công nghệ Thông tin,Technology,2001,79.0,0.0,0.094,http://www.one.com.vn,3.5,-0.017,-0.102,-0.236,7.9,8.0,CT,ONE,,,,
895,UPCOM,Dịch vụ Một Thế giới,260.0,5755,Du lịch và Giải trí,Travel & Leisure,2009,9.0,102.0,0.147,http://www.oneworld.vn,3.2,-0.017,-0.042,-0.016,2.0,2.0,CT,ONW,,,,
896,HOSE,Dược phẩm OPC,238.0,4577,Y tế,Health Care,2002,1029.0,981.0,0.008,http://www.opcpharma.com,3.9,-0.017,-0.061,0.297,64.1,64.1,CT,OPC,,,,
897,HOSE,Chứng khoán Tiên Phong,300.0,8777,Dịch vụ tài chính,Financial Services,2006,18.0,18317.0,0.033,http://www.tpbs.com.vn,3.7,0.055,0.138,-0.348,200.0,200.0,CK,ORS,,,,
898,HOSE,Pin Ắc quy Miền Nam,186.0,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,1243.0,1404.0,0.128,http://www.pinaco.com.vn,3.7,0.002,-0.003,0.187,46.5,46.5,CT,PAC,,,,
899,UPCOM,"CNTT, VT và Tự động hóa Dầu khí - PAIC",267.0,6535,Viễn thông,Telecommunications,2009,84.0,106.0,0.001,http://www.paic.pvn.vn,3.9,-0.017,-0.042,0.239,4.2,4.2,CT,PAI,,,,
900,HOSE,Tập đoàn PAN,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2005,9304.0,21259.0,0.155,https://thepangroup.vn,4.1,0.004,0.028,-0.196,208.9,216.4,CT,PAN,,,,
901,UPCOM,Cảng Phước An,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,,159.0,0.0,http://www.pap.vn,3.5,-0.017,0.02,0.207,200.0,200.0,CT,PAP,,,,
902,UPCOM,Quốc tế Phương Anh,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2010,49.0,0.0,0.018,http://www.phuonganhgroup.com.vn,3.7,-0.017,-0.136,-0.556,28.0,28.0,CT,PAS,,,,
903,HNX,Bao bì Dầu khí VN,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,216.0,820.0,0.001,http://www.pbp.vn,4.0,-0.017,-0.093,-0.443,4.8,4.8,CT,PBP,,,,
904,HOSE,Tập đoàn PC1,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005,1524.0,686.0,0.078,http://pc1group.vn,3.6,0.005,0.03,-0.027,270.4,270.4,CT,PC1,,,,
905,UPCOM,Xây lắp 1- Petrolimex,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2002,583.0,310.0,0.0,http://www.pcc1.petrolimex.com.vn,3.3,-0.039,-0.078,0.12,11.5,11.5,CT,PCC,,,,
906,HNX,Đầu tư PT Gas Đô thị,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2010,67.0,1174.0,0.479,http://www.pvgascity.com.vn,3.4,-0.048,0.045,-0.118,18.9,18.9,CT,PCG,,,,
907,UPCOM,VLXD Bưu điện,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,116.0,0.0,0.0,http://www.pcm.vn,3.6,-0.125,-0.391,0.165,3.9,4.0,CT,PCM,,,,
908,UPCOM,Chứng khoán Kiến thiết VN,300.0,8777,Dịch vụ tài chính,Financial Services,2011,30.0,422.0,0.319,http://www.vncsi.com.vn,3.4,-0.035,-0.01,0.021,16.8,16.8,CK,CSI,,,,
909,HNX,Vận tải Khí và Hóa chất Việt Nam,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,61.0,1610.0,0.0,http://www.pct.com.vn,3.9,0.014,0.278,0.078,27.6,27.6,CT,PCT,,,,
910,HNX,DIN Capital,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2010,191.0,720.0,0.001,http://www.dufago.com.vn,3.6,-0.027,-0.053,-0.414,8.9,8.9,CT,PDB,,,,
911,UPCOM,Dầu khí Phương Đông,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2008,134.0,474.0,0.001,http://www.phuongdongpv.com.vn,3.7,-0.037,0.1,-0.412,15.0,15.0,CT,PDC,,,,
912,HOSE,Cảng Đồng Nai,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006,269.0,25.0,0.003,http://www.dongnai-port.com,4.2,0.119,0.039,0.865,18.5,18.5,CT,PDN,,,,
913,HOSE,BĐS Phát Đạt,336.0,8633,Bất động sản,Real Estate,2004,420.0,1373.0,0.03,https://www.phatdat.com.vn,3.7,-0.005,0.183,-0.526,671.6,671.6,CT,PDR,,,,
914,UPCOM,Vận tải Phương Đông Việt,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,282.0,0.0,0.0,http://www.pvoilshipping.vn,4.2,-0.009,-0.057,0.495,31.1,25.1,CT,PDV,,,,
915,UPCOM,Cơ khí Điện lực,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,353.0,0.0,0.0,http://www.pecvn.com,3.5,-0.017,-0.042,0.205,3.1,3.1,CT,PEC,,,,
916,UPCOM,Thiết bị xăng dầu Petrolimex,316.0,573,Dầu khí,Oil & Gas,2012,170.0,177.0,0.0,http://www.peco.com.vn,3.5,0.103,0.078,0.336,5.0,5.0,CT,PEQ,,,,
917,HNX,Xây lắp III Petrolimex,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2002,306.0,0.0,0.0,http://www.penjico.petrolimex.com.vn,3.5,-0.03,-0.102,-0.263,5.0,5.0,CT,PEN,,,,
918,HOSE,PETROSETCO,253.0,5379,Bán lẻ,Retail,2005,2739.0,6272.0,0.015,http://www.petrosetco.com.vn,3.4,-0.012,-0.052,-0.357,98.8,99.4,CT,PET,,,,
919,UPCOM,Cà phê PETEC,216.0,3537,Thực phẩm và đồ uống,Food & Beverage,2006,28.0,448.0,0.004,http://www.petecof.vn,3.9,-0.054,-0.146,-0.368,3.0,3.0,CT,PCF,,,,
920,UPCOM,TM Kỹ thuật và Đầu tư (PETEC),275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2010,464.0,743.0,0.0,http://www.petec.com.vn,3.5,-0.16,-0.221,-0.114,248.9,231.9,CT,PEG,,,,
921,UPCOM,Thương mại dầu khí,316.0,573,Dầu khí,Oil & Gas,2008,152.0,3691.0,0.002,http://www.petechim.com.vn,3.6,-0.066,-0.23,-0.472,20.0,20.0,CT,PTV,,,,
922,HOSE,Petrolimex,144.0,533,Dầu khí,Oil & Gas,1995,25801.0,15165.0,0.178,https://www.petrolimex.com.vn,3.5,0.013,-0.032,-0.004,1270.6,1293.9,CT,PLX,,,,
923,UPCOM,Dầu khí Đông Đô,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,32.0,1646.0,0.002,http://daukhidongdo.vn,3.5,0.025,-0.209,-0.501,50.0,50.0,CT,PFL,,,,
924,UPCOM,PG Bank,289.0,8355,Ngân hàng,Banks,1993,1442.0,10591.0,0.0,http://www.pgbank.com.vn,3.4,0.118,0.24,0.01,300.0,300.0,NH,PGB,,,,
925,HOSE,Gas Petrolimex,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2004,1058.0,0.0,0.053,http://www.pgas.petrolimex.com.vn,3.5,-0.014,-0.042,0.074,60.3,60.3,CT,PGC,,,,
926,HOSE,PV GAS D,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2007,267.0,1689.0,0.465,http://www.pvgasd.com.vn,3.9,-0.023,-0.036,0.321,90.0,90.0,CT,PGD,,,,
927,HOSE,Bảo hiểm PJICO,292.0,8536,Bảo hiểm,Insurance,1995,1497.0,0.0,0.206,http://www.pjico.com.vn,3.6,0.025,-0.02,0.226,110.9,110.9,BH,PGI,,,,
928,HNX,Phụ Gia Nhựa,150.0,1353,Hóa chất,Chemicals,2007,41.0,607.0,0.071,https://pgn.com.vn/,4.3,-0.017,-0.002,-0.151,8.5,8.5,CT,PGN,,,,
929,HNX,Khí Miền Nam,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2006,1209.0,443.0,0.013,http://www.southerngas.com.vn,3.7,-0.001,-0.072,0.34,50.0,50.0,CT,PGS,,,,
930,HNX,PGT Holdings,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2007,29.0,0.0,0.49,http://www.pgt-holdings.com,3.7,0.016,-0.074,-0.422,9.2,9.2,CT,PGT,,,,
931,HOSE,SX và CN Nhựa Pha Lê,150.0,1353,Hóa chất,Chemicals,2008,237.0,358.0,0.013,http://www.phaleminerals.com.vn,3.5,-0.026,-0.042,-0.473,70.0,70.0,CT,PLP,,,,
932,UPCOM,Dược Phẩm TW 1- Pharbaco,238.0,4577,Y tế,Health Care,1993,586.0,738.0,0.0,http://www.pharbaco.com.vn,3.3,-0.025,-0.066,0.084,113.3,113.3,CT,PBC,,,,
933,HOSE,Phuc Hung Holdings,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001,483.0,6867.0,0.011,http://www.phuchung.com.vn,3.4,0.002,-0.056,-0.283,50.7,50.6,CT,PHC,,,,
934,UPCOM,Hồng Hà Việt Nam,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1993,23.0,0.0,0.004,http://honghavietnam.vn,3.6,-0.017,-0.042,-0.325,18.1,20.0,CT,PHH,,,,
935,UPCOM,Cảng Hải Phòng,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,3394.0,3185.0,0.002,http://www.haiphongport.com.vn,3.9,-0.034,-0.025,-0.038,327.0,327.0,CT,PHP,,,,
936,HOSE,Cao su Phước Hòa,150.0,1353,Hóa chất,Chemicals,2008,3126.0,2495.0,0.143,http://www.phr.vn,4.1,-0.001,-0.051,-0.162,135.5,135.5,CT,PHR,,,,
937,UPCOM,Chứng khoán Phú Hưng,300.0,8777,Dịch vụ tài chính,Financial Services,2006,355.0,390.0,0.831,https://www.phs.vn,3.7,-0.017,-0.132,0.003,150.0,150.0,CK,PHS,,,,
938,HNX,Tin học Viễn thông Petrolimex,267.0,6535,Viễn thông,Telecommunications,2003,121.0,225.0,0.122,http://www.piacom.com.vn,4.2,0.038,0.004,0.152,3.9,3.9,CT,PIA,,,,
939,HNX,Đầu tư Điện lực 3,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2008,57.0,5290.0,0.0,https://pc3invest.cpc.vn,4.0,-0.043,-0.022,0.667,33.3,33.3,CT,PIC,,,,
940,UPCOM,Trang trí nội thất Dầu khí,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,42.0,0.0,0.0,http://www.pvcid.vn,3.1,-0.017,-0.113,0.845,4.0,4.0,CT,PID,,,,
941,UPCOM,Pisico Bình Định,155.0,1733,Tài nguyên Cơ bản,Basic Resources,2015,452.0,302.0,0.0,http://www.pisico.vn,3.5,-0.017,0.277,1.259,27.5,27.5,CT,PIS,,,,
942,UPCOM,Đầu tư - TM - DV Điện lực,259.0,5753,Du lịch và Giải trí,Travel & Leisure,2007,100.0,0.0,0.0,http://www.ecinvest.vn,3.7,-0.017,-0.08,-0.52,45.4,45.4,CT,EIN,,,,
943,HOSE,XNK PETROLIMEX,250.0,5373,Bán lẻ,Retail,2004,215.0,2486.0,0.008,http://www.pitco.com.vn,3.2,-0.061,-0.082,-0.356,14.2,15.2,CT,PIT,,,,
944,UPCOM,PIV JSC,339.0,8637,Bất động sản,Real Estate,2008,16.0,490.0,0.017,http://www.piv.vn,3.4,0.066,0.139,-0.194,17.3,17.3,CT,PIV,,,,
945,HNX,TM và Vận tải Petrolimex HN,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,1999,483.0,801.0,0.004,http://www.petajicohanoi.com.vn,3.9,0.099,0.16,0.483,7.3,7.3,CT,PJC,,,,
946,UPCOM,Cấp nước Phú Hòa Tân,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2011,232.0,261.0,0.068,http://www.phuwaco.com.vn,3.7,-0.1,0.178,0.169,9.0,9.0,CT,PJS,,,,
947,HOSE,Vận tải thủy PETROLIMEX,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1999,287.0,3139.0,0.012,https://pjtaco.petrolimex.com.vn,3.9,0.022,0.067,0.08,23.0,23.0,CT,PJT,,,,
948,UPCOM,Đầu tư và Dịch vụ hạ tầng Xăng dầu (PLAND),336.0,8633,Bất động sản,Real Estate,2005,47.0,0.0,0.0,http://www.pland.petrolimex.com.vn,3.4,0.261,0.027,-0.263,10.0,10.0,CT,PLA,,,,
949,HNX,Hóa dầu Petrolimex,151.0,1357,Hóa chất,Chemicals,2004,760.0,5037.0,0.012,http://www.plc.com.vn,3.4,-0.011,0.001,0.024,80.8,80.8,CT,PLC,,,,
950,UPCOM,Kho vận Petec,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,,0.0,0.0,http://www.peteclogistics.com.vn,3.4,-0.017,-0.042,-0.133,7.2,7.2,CT,PLO,,,,
951,UPCOM,Tư vấn Xây dựng Petrolimex,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004,,0.0,0.0,http://www.pec.petrolimex.com.vn,3.2,-0.017,-0.042,0.286,1.2,1.2,CT,PLE,,,,
952,HNX,Pharmedic,238.0,4577,Y tế,Health Care,1997,526.0,1740.0,0.036,http://www.pharmedic.com.vn,4.0,0.222,0.183,0.597,9.3,9.3,CT,PMC,,,,
953,HOSE,ĐT và SX Petro Miền Trung,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2007,28.0,578.0,0.252,http://www.petrocenter.com.vn,3.1,-0.087,-0.095,-0.172,46.3,46.3,CT,PMG,,,,
954,UPCOM,Vật tư Bưu điện,314.0,9578,Công nghệ Thông tin,Technology,2015,41.0,234.0,0.0,http://www.potmasco.com.vn,3.3,-0.081,-0.001,0.581,1.8,1.8,CT,PMJ,,,,
955,HNX,Bao bì Đạm Phú Mỹ,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,421.0,139.0,0.009,http://www.dpmp.vn,3.5,-0.017,0.079,-0.287,4.2,4.2,CT,PMP,,,,
956,HNX,Cơ khí xăng dầu,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1999,202.0,0.0,0.059,http://www.pms.com.vn,4.0,-0.004,-0.029,0.239,7.2,7.2,CT,PMS,,,,
957,UPCOM,Telvina Việt Nam,314.0,9578,Công nghệ Thông tin,Technology,1970,167.0,0.0,0.001,http://www.telvina.vn,3.7,-0.003,-0.156,0.038,4.9,5.0,CT,PMT,,,,
958,UPCOM,Cấp Nước Phú Mỹ,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2013,59.0,334.0,0.0,http://www.pmw.vn,3.7,-0.096,-0.142,0.14,47.0,47.0,CT,PMW,,,,
959,HOSE,Văn hóa Phương Nam,256.0,5557,Truyền thông,Media,1999,779.0,0.0,0.008,http://www.pnc.com.vn,3.8,-0.021,-0.036,0.156,10.8,11.0,CT,PNC,,,,
960,UPCOM,Thương Mại Phú Nhuận,250.0,5373,Bán lẻ,Retail,2003,99.0,0.0,0.0,http://www.pnco.vn,3.6,-0.017,-0.042,1.016,9.0,9.0,CT,PNG,,,,
961,UPCOM,Xăng dầu Dầu khí Nam Định,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2010,199.0,0.0,0.0,http://www.pvoilnamdinh.com.vn,3.7,-0.017,-0.029,-0.258,6.7,6.7,CT,PND,,,,
962,HOSE,Vàng Phú Nhuận,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,2004,6018.0,12192.0,0.49,http://www.pnj.com.vn,4.0,-0.034,-0.021,0.261,328.0,328.2,CT,PNJ,,,,
963,UPCOM,Tân Cảng - Phú Hữu,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,155.0,265.0,0.0,http://www.phuhuuport.com,4.2,-0.017,-0.042,0.047,16.1,16.1,CT,PNP,,,,
964,UPCOM,Kỹ thuật XD Phú Nhuận,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005,43.0,209.0,0.001,http://www.pntc.com.vn,3.5,-0.017,-0.056,0.299,9.3,9.3,CT,PNT,,,,
965,UPCOM,PVOIL Thái Bình,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2010,125.0,0.0,0.0,http://www.pvoilthaibinh.com,3.4,-0.017,-0.042,1.153,10.9,10.9,CT,POB,,,,
966,HOSE,Thép Pomina,159.0,1757,Tài nguyên Cơ bản,Basic Resources,1999,2396.0,7279.0,0.077,http://www.pomina-steel.com,3.5,-0.027,-0.068,-0.364,278.5,279.7,CT,POM,,,,
967,HNX,Thiết bị Bưu điện Postef,311.0,9572,Công nghệ Thông tin,Technology,2004,358.0,2292.0,0.001,http://postef.com.vn,3.4,-0.004,-0.107,0.117,19.4,19.4,CT,POT,,,,
968,UPCOM,PV Oil Vũng Áng,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2007,177.0,0.0,0.0,http://www.pvoilvungang.com,4.0,0.018,-0.075,-0.027,12.5,12.5,CT,POV,,,,
969,UPCOM,Điện nước An Giang,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2011,1412.0,596.0,0.0,http://www.diennuocag.com.vn,3.8,0.13,-0.229,0.136,56.3,56.3,CT,DNA,,,,
970,HOSE,Nhiệt điện Phả Lại,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2006,803.0,9020.0,0.131,http://ppc.evn.vn,3.6,0.005,-0.087,-0.06,320.6,326.2,CT,PPC,,,,
971,HNX,PVPower Engineering,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,8.0,109.0,0.003,http://www.pvpe.vn,3.8,-0.042,-0.136,-0.194,2.0,2.0,CT,PPE,,,,
972,UPCOM,Phong Phú Corp.,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2009,1847.0,2143.0,0.0,http://www.phongphucorp.com,3.8,-0.03,-0.051,-0.017,74.7,74.7,CT,PPH,,,,
973,UPCOM,BĐS Thái Bình Dương,336.0,8633,Bất động sản,Real Estate,2004,29.0,2255.0,0.002,http://www.ppigroup.com.vn,3.7,-0.017,-0.209,-0.536,48.3,48.3,CT,PPI,,,,
974,HNX,PP.Pharco,238.0,4577,Y tế,Health Care,2000,232.0,0.0,0.033,https://duocphongphu.com.vn/,4.4,-0.01,0.048,0.162,8.8,8.8,CT,PPP,,,,
975,HNX,DVKT Điện lực Dầu khí,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,470.0,242.0,0.285,http://www.pvps.vn,4.0,0.012,-0.087,0.158,15.0,15.0,CT,PPS,,,,
976,HNX,Vận tải Portserco,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1993,56.0,125.0,0.01,http://www.portserco.com,4.0,-0.623,-0.464,1.088,1.2,1.2,CT,PRC,,,,
977,UPCOM,Procimex Việt Nam,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2008,253.0,0.0,0.0,http://www.procimex.com.vn,3.7,-0.017,-0.042,0.298,3.0,3.0,CT,PRO,,,,
978,UPCOM,Sao Mai Bến Đình,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,80.0,0.0,0.0,http://www.pvsb.com.vn,3.9,-0.017,-0.146,-0.194,50.0,50.0,CT,PSB,,,,
979,HNX,Vận tải Petrolimex SG,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2000,33.0,15.0,0.003,http://www.ptssaigon.petrolimex.com.vn,3.9,-0.025,-0.05,0.144,7.2,7.2,CT,PSC,,,,
980,UPCOM,Bảo vệ thực vật 1 TW,151.0,1357,Hóa chất,Chemicals,2006,275.0,274.0,0.0,https://psc1.com/,3.2,0.09,0.152,0.183,5.3,5.3,CT,BT1,,,,
981,HNX,Phân phối Tổng hợp Dầu khí,253.0,5379,Bán lẻ,Retail,2007,313.0,1045.0,0.01,http://www.psd.com.vn,3.7,-0.046,-0.16,-0.28,39.9,39.9,CT,PSD,,,,
982,HNX,Phân bón và hóa chất dầu khí Đông Nam Bộ,151.0,1357,Hóa chất,Chemicals,2008,65.0,761.0,0.002,http://www.pse.vn/vi,4.3,-0.007,-0.052,-0.158,12.5,12.5,CT,PSE,,,,
983,UPCOM,XL Dầu khí Sài Gòn,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,425.0,0.0,0.001,http://www.pvcsg.com.vn,3.9,-0.16,-0.497,-0.621,35.0,35.0,CT,PSG,,,,
984,HNX,Chứng khoán Dầu khí,300.0,8777,Dịch vụ tài chính,Financial Services,2006,137.0,0.0,0.151,http://www.psi.vn,3.8,0.04,0.014,-0.358,59.8,59.8,CK,PSI,,,,
985,UPCOM,Chăn nuôi Phú Sơn,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,1976,57.0,0.0,0.001,http://www.channuoiphuson.com.vn,3.5,-0.017,-0.102,0.041,11.8,11.8,CT,PSL,,,,
986,UPCOM,DV Dầu Khí Đình Vũ,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,249.0,0.0,0.0,http://www.ptscdinhvu.com.vn,3.5,-0.065,-0.232,-0.226,40.0,40.0,CT,PSP,,,,
987,HOSE,Công ty Cổ phần Phú Tài,155.0,1733,Tài nguyên Cơ bản,Basic Resources,2004,5044.0,2448.0,0.136,http://www.phutai.com.vn,3.9,0.052,-0.02,-0.205,68.0,68.0,CT,PTB,,,,
988,UPCOM,PETEC Bình Định,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2001,76.0,228.0,0.0,http://petecbidico.com.vn/,3.5,-0.017,-0.036,0.133,4.0,4.0,CT,GCB,,,,
989,HOSE,Đầu tư ICAPITAL,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004,26.0,884.0,0.011,http://www.ptic.vn,3.8,-0.009,-0.024,-0.534,32.2,32.3,CT,PTC,,,,
990,UPCOM,Xi măng Phú Thọ,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2013,,0.0,0.0,http://www.ximangphutho.com.vn,3.3,-0.017,-0.042,1.286,12.1,12.5,CT,PTE,,,,
991,UPCOM,Xây dựng Công trình Bưu điện,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,80.0,232.0,0.0,http://www.ptco.com.vn,3.3,-0.017,-0.042,0.234,1.2,1.2,CT,PTO,,,,
992,HNX,Tập đoàn KSFinance,336.0,8633,Bất động sản,Real Estate,2015,402.0,421.0,0.0,https://ksf.vn,3.5,-0.088,-0.103,-0.338,300.0,300.0,CT,KSF,,,,
993,HNX,Thiết kế-XD-TM Phúc Thịnh,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001,95.0,162.0,0.185,http://www.phucthinh.com.vn,3.3,-0.017,-0.138,0.696,3.2,3.2,CT,PTD,,,,
994,UPCOM,May Phan Thiết,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,1994,2300.0,252.0,0.0,http://www.phanthietgarment.com.vn,4.1,-0.017,-0.042,0.786,5.0,5.0,CT,PTG,,,,
995,UPCOM,Vận tải và DV Petrolimex Hà Tây,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2000,236.0,189.0,0.0,http://www.ptshatay.petrolimex.com.vn,3.8,-0.017,-0.042,0.386,3.5,3.5,CT,PTH,,,,
996,HNX,Bảo hiểm Bưu điện,292.0,8536,Bảo hiểm,Insurance,1998,2539.0,9896.0,0.382,https://www.pti.com.vn,3.6,0.183,0.364,-0.114,80.4,80.4,BH,PTI,,,,
997,HOSE,Victory Capital,336.0,8633,Bất động sản,Real Estate,2006,44.0,2188.0,0.001,http://victorycapital.com.vn/,3.7,-0.029,-0.045,-0.466,98.9,100.0,CT,PTL,,,,
998,UPCOM,Phát triển Nhà Khánh Hòa,336.0,8633,Bất động sản,Real Estate,2010,49.0,37.0,0.0,http://www.phattriennhakh.vn,5.0,0.126,-0.577,,5.8,5.8,CT,PTN,,,,
999,UPCOM,Viễn Thông và In Bưu điện,267.0,6535,Viễn thông,Telecommunications,1957,200.0,0.0,0.0,http://www.ptp.vn,3.6,-0.017,0.104,-0.223,6.7,6.8,CT,PTP,,,,
1000,HNX,Vận tải Petrolimex HP,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2000,282.0,666.0,0.082,http://www.ptshp.petrolimex.com.vn,3.9,-0.017,-0.071,0.01,5.6,5.6,CT,PTS,,,,
1001,UPCOM,Bảo dưỡng công trình DK biển,316.0,573,Dầu khí,Oil & Gas,2007,521.0,339.0,0.003,http://pos.ptsc.com.vn,3.8,-0.027,-0.062,-0.171,40.0,40.0,CT,POS,,,,
1002,UPCOM,PTSC Thanh Hóa,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,437.0,422.0,0.0,http://www.ptscthanhhoa.com.vn,3.7,-0.017,-0.052,0.084,40.0,40.0,CT,PSN,,,,
1003,UPCOM,VT Petrolimex Nghệ Tĩnh,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,,0.0,0.0,http://www.ptsnghetinh.petrolimex.com.vn,4.0,-0.017,0.358,1.619,5.8,5.8,CT,PTX,,,,
1004,UPCOM,Vận tải Dầu khí Đông Dương,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,387.0,0.0,0.0,http://www.pvtrans-ptt.com,3.3,-0.017,-0.042,0.459,10.0,10.0,CT,PTT,,,,
1005,UPCOM,Dịch vụ Du lịch Phú Thọ,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2006,388.0,614.0,0.0,http://www.phuthotourist.com.vn,3.6,-0.159,0.042,0.459,118.7,118.7,CT,DSP,,,,
1006,HNX,Đầu tư Phát triển Thành Đạt,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001,120.0,0.0,0.015,http://www.thanhdathanam.vn,4.2,0.041,0.302,-0.223,42.9,42.4,CT,DTD,,,,
1007,HOSE,ĐT Du lịch và PT Thủy sản,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2008,170.0,440.0,0.0,http://www.trisedco.com,3.7,-0.12,-0.074,-0.205,62.9,62.9,CT,DAT,,,,
1008,HNX,Đầu tư PV2,336.0,8633,Bất động sản,Real Estate,2007,10.0,1553.0,0.002,http://www.pv2.com.vn,3.8,-0.065,-0.09,-0.448,36.9,37.4,CT,PV2,,,,
1009,UPCOM,Xây dựng dầu khí Nghệ An,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005,446.0,0.0,0.0,http://www.pvnc.com.vn,3.7,-0.1,-0.309,-0.321,21.8,21.8,CT,PVA,,,,
1010,HNX,Bọc ống Dầu khí Việt Nam,316.0,573,Dầu khí,Oil & Gas,2007,158.0,2557.0,0.004,http://www.pvcoating.vn,3.7,-0.017,-0.1,-0.166,21.6,21.6,CT,PVB,,,,
1011,UPCOM,Điện lực Dầu khí Bắc Kạn,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2009,25.0,0.0,0.0,,4.1,,,,8.6,8.6,CT,PBK,,,,
